SKU,Parent_SKU,Product_Name,Brand,Category,Sub_Category,Model_Number,MRP,Selling_Price,Stock_Quantity,Attribute_Color,Attribute_Capacity,Filter_Star,Filter_Type,Filter_Ideal for Family size,Filter_Defrosting type,Short_Description,Long_Description,Whats_In_The_Box,Image_URL_1,Image_URL_2,Image_URL_3,Image_URL_4,Image_URL_5,Image_URL_6,Video_URL_1,Video_URL_2,HSN_Code,GST_Rate,Shipping_Weight_kg,Shipping_Dimensions_cm,URL_Slug,Meta_Title,Meta_Description
WindFree Inverter Split AC,SAM-SPLIT-AC,WindFree Inverter Split AC,Samsung,Air Conditioner,Home Appliance,AR60F19D15W,78890,,,White,1.0 Ton (3.5 kW approx),6 Star,WindFree / Normal / Auto / Convertible 5-in-2,SmartThings / Wi-Fi.,,,,,https://images.samsung.com/is/image/samsung/p6pim/in/ar60f19d15wnna/energylabel/in-energylabel-product-ar60f19d15wnna-549428511?$684_547_PNG$,https://images.samsung.com/is/image/samsung/p6pim/in/ar60f19d15wnna/gallery/in-ar9500tar70f12caawneu-ar60f19d15wnna-544633666?$Q90_1368_1094_F_JPG$,https://images.samsung.com/is/image/samsung/p6pim/in/ar60f19d15wnna/gallery/in-ar9500tar70f12caawneu-ar60f19d15wnna-545274241?$Q90_1368_1094_F_JPG$,,,,,,,,,,,,
WindFree Inverter Split AC,SAM-SPLIT-AC,WindFree Inverter Split AC,Samsung,Air Conditioner,Home Appliance,AR60F19D15W,80790,,,White,1.0 Ton (3.5 kW approx),7 Star,WindFree / Normal / Auto / Convertible 5-in-3,SmartThings / Wi-Fi.,,,,,https://images.samsung.com/is/image/samsung/p6pim/in/ar60f19d15wnna/energylabel/in-energylabel-product-ar60f19d15wnna-549428511?$684_547_PNG$,https://images.samsung.com/is/image/samsung/p6pim/in/ar60f19d15wnna/gallery/in-ar9500tar70f12caawneu-ar60f19d15wnna-544633666?$Q90_1368_1094_F_JPG$,https://images.samsung.com/is/image/samsung/p6pim/in/ar60f19d15wnna/gallery/in-ar9500tar70f12caawneu-ar60f19d15wnna-545274241?$Q90_1368_1094_F_JPG$,,,,,,,,,,,,
WindFree Inverter Split AC,SAM-SPLIT-AC,WindFree Inverter Split AC,Samsung,Air Conditioner,Home Appliance,AR60F19D15W,81789,,,White,1.0 Ton (3.5 kW approx),8 Star,WindFree / Normal / Auto / Convertible 5-in-4,SmartThings / Wi-Fi.,,,,,https://images.samsung.com/is/image/samsung/p6pim/in/ar60f19d15wnna/energylabel/in-energylabel-product-ar60f19d15wnna-549428511?$684_547_PNG$,https://images.samsung.com/is/image/samsung/p6pim/in/ar60f19d15wnna/gallery/in-ar9500tar70f12caawneu-ar60f19d15wnna-544633666?$Q90_1368_1094_F_JPG$,https://images.samsung.com/is/image/samsung/p6pim/in/ar60f19d15wnna/gallery/in-ar9500tar70f12caawneu-ar60f19d15wnna-545274241?$Q90_1368_1094_F_JPG$,,,,,,,,,,,,
WindFree Inverter Split AC,SAM-SPLIT-AC,WindFree Inverter Split AC,Samsung,Air Conditioner,Home Appliance,AR60F19D15W,65900,,,White,1.0 Ton (3.5 kW approx),9 Star,WindFree / Normal / Auto / Convertible 5-in-5,SmartThings / Wi-Fi.,,,,,https://images.samsung.com/is/image/samsung/p6pim/in/ar60f19d15wnna/energylabel/in-energylabel-product-ar60f19d15wnna-549428511?$684_547_PNG$,https://images.samsung.com/is/image/samsung/p6pim/in/ar60f19d15wnna/gallery/in-ar9500tar70f12caawneu-ar60f19d15wnna-544633666?$Q90_1368_1094_F_JPG$,https://images.samsung.com/is/image/samsung/p6pim/in/ar60f19d15wnna/gallery/in-ar9500tar70f12caawneu-ar60f19d15wnna-545274241?$Q90_1368_1094_F_JPG$,,,,,,,,,,,,
WindFree Inverter Split AC,SAM-SPLIT-AC,WindFree Inverter Split AC,Samsung,Air Conditioner,Home Appliance,AR60F19D15W,84790,,,White,1.0 Ton (3.5 kW approx),10 Star,WindFree / Normal / Auto / Convertible 5-in-6,SmartThings / Wi-Fi.,,,,,https://images.samsung.com/is/image/samsung/p6pim/in/ar60f19d15wnna/energylabel/in-energylabel-product-ar60f19d15wnna-549428511?$684_547_PNG$,https://images.samsung.com/is/image/samsung/p6pim/in/ar60f19d15wnna/gallery/in-ar9500tar70f12caawneu-ar60f19d15wnna-544633666?$Q90_1368_1094_F_JPG$,https://images.samsung.com/is/image/samsung/p6pim/in/ar60f19d15wnna/gallery/in-ar9500tar70f12caawneu-ar60f19d15wnna-545274241?$Q90_1368_1094_F_JPG$,,,,,,,,,,,,
WindFree Inverter Split AC,SAM-SPLIT-AC,WindFree Inverter Split AC,Samsung,Air Conditioner,Home Appliance,AR60F19D15W,58900,,,White,1.0 Ton (3.5 kW approx),11 Star,WindFree / Normal / Auto / Convertible 5-in-7,SmartThings / Wi-Fi.,,,,,https://images.samsung.com/is/image/samsung/p6pim/in/ar60f19d15wnna/energylabel/in-energylabel-product-ar60f19d15wnna-549428511?$684_547_PNG$,https://images.samsung.com/is/image/samsung/p6pim/in/ar60f19d15wnna/gallery/in-ar9500tar70f12caawneu-ar60f19d15wnna-544633666?$Q90_1368_1094_F_JPG$,https://images.samsung.com/is/image/samsung/p6pim/in/ar60f19d15wnna/gallery/in-ar9500tar70f12caawneu-ar60f19d15wnna-545274241?$Q90_1368_1094_F_JPG$,,,,,,,,,,,,
WindFree Inverter Split AC,SAM-SPLIT-AC,WindFree Inverter Split AC,Samsung,Air Conditioner,Home Appliance,AR60F19D15W,,,,White,1.0 Ton (3.5 kW approx),12 Star,WindFree / Normal / Auto / Convertible 5-in-8,SmartThings / Wi-Fi.,,,,,https://images.samsung.com/is/image/samsung/p6pim/in/ar60f19d15wnna/energylabel/in-energylabel-product-ar60f19d15wnna-549428511?$684_547_PNG$,https://images.samsung.com/is/image/samsung/p6pim/in/ar60f19d15wnna/gallery/in-ar9500tar70f12caawneu-ar60f19d15wnna-544633666?$Q90_1368_1094_F_JPG$,https://images.samsung.com/is/image/samsung/p6pim/in/ar60f19d15wnna/gallery/in-ar9500tar70f12caawneu-ar60f19d15wnna-545274241?$Q90_1368_1094_F_JPG$,,,,,,,,,,,,
WindFree Inverter Split AC,SAM-SPLIT-AC,WindFree Inverter Split AC,Samsung,Air Conditioner,Home Appliance,AR60F19D15W,,,,White,1.0 Ton (3.5 kW approx),13 Star,WindFree / Normal / Auto / Convertible 5-in-9,SmartThings / Wi-Fi.,,,,,https://images.samsung.com/is/image/samsung/p6pim/in/ar60f19d15wnna/energylabel/in-energylabel-product-ar60f19d15wnna-549428511?$684_547_PNG$,https://images.samsung.com/is/image/samsung/p6pim/in/ar60f19d15wnna/gallery/in-ar9500tar70f12caawneu-ar60f19d15wnna-544633666?$Q90_1368_1094_F_JPG$,https://images.samsung.com/is/image/samsung/p6pim/in/ar60f19d15wnna/gallery/in-ar9500tar70f12caawneu-ar60f19d15wnna-545274241?$Q90_1368_1094_F_JPG$,,,,,,,,,,,,
WindFree Inverter Split AC,SAM-SPLIT-AC,WindFree Inverter Split AC,Samsung,Air Conditioner,Home Appliance,AR60F19D15W,,,,White,1.0 Ton (3.5 kW approx),14 Star,WindFree / Normal / Auto / Convertible 5-in-10,SmartThings / Wi-Fi.,,,,,https://images.samsung.com/is/image/samsung/p6pim/in/ar60f19d15wnna/energylabel/in-energylabel-product-ar60f19d15wnna-549428511?$684_547_PNG$,https://images.samsung.com/is/image/samsung/p6pim/in/ar60f19d15wnna/gallery/in-ar9500tar70f12caawneu-ar60f19d15wnna-544633666?$Q90_1368_1094_F_JPG$,https://images.samsung.com/is/image/samsung/p6pim/in/ar60f19d15wnna/gallery/in-ar9500tar70f12caawneu-ar60f19d15wnna-545274241?$Q90_1368_1094_F_JPG$,,,,,,,,,,,,
WindFree Inverter Split AC,SAM-SPLIT-AC,WindFree Inverter Split AC,Samsung,Air Conditioner,Home Appliance,AR60F19D15W,,,,White,1.0 Ton (3.5 kW approx),15 Star,WindFree / Normal / Auto / Convertible 5-in-11,SmartThings / Wi-Fi.,,,,,https://images.samsung.com/is/image/samsung/p6pim/in/ar60f19d15wnna/energylabel/in-energylabel-product-ar60f19d15wnna-549428511?$684_547_PNG$,https://images.samsung.com/is/image/samsung/p6pim/in/ar60f19d15wnna/gallery/in-ar9500tar70f12caawneu-ar60f19d15wnna-544633666?$Q90_1368_1094_F_JPG$,https://images.samsung.com/is/image/samsung/p6pim/in/ar60f19d15wnna/gallery/in-ar9500tar70f12caawneu-ar60f19d15wnna-545274241?$Q90_1368_1094_F_JPG$,,,,,,,,,,,,
WindFree Inverter Split AC,SAM-SPLIT-AC,WindFree Inverter Split AC,Samsung,Air Conditioner,Home Appliance,AR60F19D15W,,,,White,1.0 Ton (3.5 kW approx),16 Star,WindFree / Normal / Auto / Convertible 5-in-12,SmartThings / Wi-Fi.,,,,,https://images.samsung.com/is/image/samsung/p6pim/in/ar60f19d15wnna/energylabel/in-energylabel-product-ar60f19d15wnna-549428511?$684_547_PNG$,https://images.samsung.com/is/image/samsung/p6pim/in/ar60f19d15wnna/gallery/in-ar9500tar70f12caawneu-ar60f19d15wnna-544633666?$Q90_1368_1094_F_JPG$,https://images.samsung.com/is/image/samsung/p6pim/in/ar60f19d15wnna/gallery/in-ar9500tar70f12caawneu-ar60f19d15wnna-545274241?$Q90_1368_1094_F_JPG$,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG_REFRIGERATOR_Side By SIde Door-DS,LG-REF-Side by Side-Door,"LG Side by Side Door, Smart Inverter Compressor, Multi Air Flow, Smart Diagnosis",LG,Refrigerator,Home & Kitchen Appliances,GL-B257HDSY,110399,,,Dazzle Steel,655L,3,Side by Side Door,,Linear Cooling,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gallery-new/GL-B257HDSY-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-b257hdsy_ddszebn_eail_in_c/gallery/LG-GL-B257HDSY-refrigerators-Front-Right-Open-DZ-04.jpg,,,,,,,,,,,,,
LG_REFRIGERATOR_Side By SIde Door-WB,LG-REF-Side by Side-Door,"LG Side by Side Door, Smart Inverter Compressor, Multi Air Flow, Express Freezing",LG,Refrigerator,Home & Kitchen Appliances,GL-B257HWBY,110399,,,Western Black,655L,3,Side by Side Door,,Linear Cooling,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gallery-new/GL-B257HWBY-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-b257hwby_dwbzebn_eail_in_c/gallery/LG-GL-B257HWBY-refrigerators-Front-Open-Food-D-03.jpg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Side By SIde Door-LWF,LG-REF-Side by Side-Door,"LG Side by Side Door, Wi-Fi Covertible, DoorCooling+, Premium Glass Door",LG,Refrigerator,Home & Kitchen Appliances,GL-B257DLW3,158499,,,Linen White Finish,650L,3,Side by Side Door,,Door Cooling+,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/updated4/GL-B257DLW3-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-b257dlw3_dlwzebn_eail_in_c/gallery/GL-B257DLW3-Refrigerators-LED-Front-View-WitH-Content-D-02-v.jpg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Side By SIde Door-MBF,LG-REF-Side by Side-Door,"LG Side by Side Door, InstaView Door-in-Door, Wi-Fi Covertible",LG,Refrigerator,Home & Kitchen Appliances,GL-X257AMC3,263999,,,Matte Black Finish,630L,3,Side by Side Door,,Door Cooling+,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/updated4/GL-X257AMC3-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-x257amc3_dmczebn_eail_in_c/gallery/GL-X257AMC3-DZ-4.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Side By SIde Door-LBF,LG-REF-Side by Side-Door,"LG Side by Side Door, Wi-Fi Covertible, DoorCooling+, Premium Glass Door",LG,Refrigerator,Home & Kitchen Appliances,GL-B257DLN3,158499,,,Line Brown Finish,650L,3,Side by Side Door,,Door Cooling+,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/updated4/GL-B257DLN3-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-b257dln3_dlnzebn_eail_in_c/gallery/GL-B257DLN3-Front-View-With-Food-D-2.jpg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Side By SIde Door-MB,LG-REF-Side by Side-Door,"LG Side by Side Door, Covertible",LG,Refrigerator,Home & Kitchen Appliances,GL-B257HMC3,128499,,,Matte Black ,650L,3,Side by Side Door,,Linear Cooling,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/updated/new/GL-B257HMC3-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-b257hmc3_dmczebn_eail_in_c/gallery/new/dz-07.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Side By SIde Door-SSF,LG-REF-Side by Side-Door,"LG Side by Side Door, Wi-Fi Covertible,Water & Ice Dispenser,",LG,Refrigerator,Home & Kitchen Appliances,GL-L257CPZ3,167999,,,Shiny Steel Finish,630L,3,Side by Side Door,,Door Cooling+,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/updated4/GL-L257CPZ3-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-l257cpz3_dpzzebn_eail_in_c/gallery/GL-L257CPZ3-DZ-2.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Side By SIde Door-USF,LG-REF-Side by Side-Door,"LG Side by Side Door, Wi-Fi Covertible, DoorCooling+",LG,Refrigerator,Home & Kitchen Appliances,GL-B257EUS3,140499,,,Urban Steel Finish,650L,3,Side by Side Door,,Door Cooling+,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/updated4/GL-B257EUS3-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-b257eus3/dz-07.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Side By SIde Door-MBF,LG-REF-Side by Side-Door,"LG Side by Side Door, Wi-Fi Covertible, Water & Ice Dispenser",LG,Refrigerator,Home & Kitchen Appliances,GL-L257CMC3,167999,,,Matte Black Finish,630L,3,Side by Side Door,,Door Cooling+,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/updated4/GL-L257CMC3-2010x1334-1_1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-l257cmc3_dmczebn_eail_in_c/gallery/GL-L257CMC3-DZ-4.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Side By SIde Door-DS,LG-REF-Side by Side-Door,"LG Side by Side Door, Covertible, Multi-Air Flow, Smart Diagnosis",LG,Refrigerator,Home & Kitchen Appliances,GL-B257JDS3,119999,,,Dazzle Steel,650L,3,Side by Side Door,,,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/updated4/GL-B257JDS3-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gallery/GL-B257JDS3-dz-07.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-DSF,LG-REF-Double-Door,"LG Double Door, Covertible, Auto Smart Connect",LG,Refrigerator,Home & Kitchen Appliances,GL-S342SDSX,45899,,,Dazzle Steel Finish,322L,3,Double Door,,,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/updated5/GL-S342SDSX-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigirators/gl-s342sdsx/gallery/DZ-02.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-SSF,LG-REF-Double-Door,"LG Double Door, Covertible, Smart Diagnosis",LG,Refrigerator,Home & Kitchen Appliances,GL-S312SPZX,42899,,,Shiny Steel Finish,272L,3,Double Door,,,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-s312spzx/gallery/GL-S312SPZX-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-s312spzx/gallery/DZ-2.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-SSF,LG-REF-Double-Door,LG Covertible Double Door,LG,Refrigerator,Home & Kitchen Appliances,GL-S412SPZX,61799,,,Shiny Steel Finish,380L,3,Double Door,,,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/updated/new/GL-S412SPZX-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-s412spzx-epzzebn-eail-in-c/gallery/new/GL-S412SPZX-DZ-3.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-ES,LG-REF-Double-Door,"LG Double Door, LG ThinQ, Wi-Fi Covertible, +DoorCooling",LG,Refrigerator,Home & Kitchen Appliances,GL-T342TESX,55999,,,Ebony Sheen,322L,3,Double Door,,Door Cooling+,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-t342tesx-aeszebn-eail-in-c/gallery/GL-T342TESX-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-t342tesx-aeszebn-eail-in-c/gallery/gl-t342tesx-dz-2.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-SSF,LG-REF-Double-Door,"LG Double Door, Covertible, Wi-Fi, Door Cooling",LG,Refrigerator,Home & Kitchen Appliances,GL-T422VPZX,71999,,,Shiny Steel Finish,398L,3,Double Door,,Door Cooling,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/updated/new/GL-T422VPZX-2010x1334.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-t422vpzx_epzzebn_eail_in_c/gallery/GL-T422VPZX-Refrigerators-Front-Open-Food-D-02-v1.jpg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-SS,LG-REF-Double-Door,"LG Double Door, ,Wi- Fi Covertible, Door Cooling+, Smart Diagnosis",LG,Refrigerator,Home & Kitchen Appliances,GL-T342TPZY,53999,,,Shiny Steel Finish,322L,2,Double Door,,Door Cooling+,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-t342tpzy_apzzebn_eail_in_c/gallery/GL-T342TPZY-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-t342tpzy_apzzebn_eail_in_c/gallery/GL-T342TPZY-Refrigerators-Open-D-2.jpg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-DSF,LG-REF-Double-Door,"LG Double Door, LG ThinQ, Wi- Fi Covertible, Door Cooling+",LG,Refrigerator,Home & Kitchen Appliances,GL-T342TDSX,54599,,,Dazzle Steel Finish,322L,3,Double Door,,Door Cooling+,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-t342tdsx_adszebn_eail_in_c/gallery/GL-T342TDSX-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-t342tdsx_adszebn_eail_in_c/gallery/GL-T342TDSX-DZ-02.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-DSF,LG-REF-Double-Door,"LG Double Door, Wi- Fi Covertible, LG ThinQ, Door Cooling+",LG,Refrigerator,Home & Kitchen Appliances,GL-T382TDSX,59999,,,Dazzle Steel Finish,343L,3,Double Door,,Door Cooling+,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-t382tdsx_adszebn_eail_in_c/gallery/new/GL-T382TDSX-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-t382tdsx_adszebn_eail_in_c/gallery/new/GL-T382TDSX-DZ-2.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-ESF,LG-REF-Double-Door,"LG Double Door, Covertible, Wi- Fi, Door Cooling+",LG,Refrigerator,Home & Kitchen Appliances,GL-T422VESX,72999,,,Ebony Sheen Finish,398L,3,Double Door,,Door Cooling+,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/updated/new/GL-T422VESX-2010x1334.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-t422vesx_eeszebn_eail_in_c/gallery/GL-T422VESX-Refrigerators-Front-Open-Food-D-02-v1.jpg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-BM,LG-REF-Double-Door,"LG Bottom Freezer,  Door Cooling+, Wi- Fi Convertible",LG,Refrigerator,Home & Kitchen Appliances,GL-B382EBMX,68999,,,Black Mirror,340L,3,Double Door,,Door Cooling+,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/updated5/GL-B382EBMX-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-b382ebmx_abmzebn_eail_in_c/gallery/new/GL-B382EBMX-DZ-3.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-DSF,LG-REF-Double-Door,"LG Double Door, Smart Inverter Compressor, Convertible, Frost-Free ",LG,Refrigerator,Home & Kitchen Appliances,GL-S382SDSX,50799,,,Dazzle Steel Finish,343L,3,Double Door,,Door Cooling+,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/updated5/GL-S382SDSX-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-s382sdsx_adszebn_eail_in_c/gallery/GL-S382SDSX-DZ-2.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-SSF,LG-REF-Double-Door,"LG Double Door, Convertible, Wi-Fi, Door Cooling",LG,Refrigerator,Home & Kitchen Appliances,GL-T412VPZX,68499,,,Shiny Steel Finish,380L,3,Double Door,,Door Cooling+,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/updated/new/GL-T412VPZX-2010x1334.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-t412vpzx_epzzebn_eail_in_c/gallery/GL-T412VPZX-Refrigerators-Front-View-with-content-D-02.jpg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-DSF,LG-REF-Double-Door,"LG Double Door, Smart Inverter Compressor, Frost-Free",LG,Refrigerator,Home & Kitchen Appliances,GL-N292BDSY,31499,,,Dazzle Steel Finish,242L,2,Double Door,,,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/updated/new/GL-N292BDSY-2010x1334.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-n292bdsy_adszebn_eail_in_c/gallery/N02_GL-N292BDSY-Refrigerators-Front-View-Door-Open-With-Content-D-02.jpg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-SSF,LG-REF-Double-Door,"LG Double Door, Smart Inverter Compressor, Base Stand Drawer",LG,Refrigerator,Home & Kitchen Appliances,GL-C322KPZY,42999,,,Shiny Steel Finish,291L,2,Double Door,,,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-c322kpzy_apzzebn_eail_in_c/gallery/GL-C322KPZY-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-c322kpzy_apzzebn_eail_in_c/gallery/Desktop-n-02.jpg?w=700,,,,,,,,,,,,,
