Column 1,Parent_SKU,Product_Name,Brand,Category,Sub_Category,Model_Number,MRP,Selling_Price,Stock_Quantity,Attribute_Color,Attribute_Storage,Attribute_RAM,Filter_OS,Filter_Screen_Size_inch,Filter_Display_Type,Filter included softwear,Filter_Processor,Filter_Battery_mAh,Short_Description,Long_Description,Whats_In_The_Box,Image_URL_1,Image_URL_2,Image_URL_3,Image_URL_4,Image_URL_5,Image_URL_6,Video_URL_1,Video_URL_2,HSN_Code,GST_Rate,Shipping_Weight_kg,Shipping_Dimensions_cm,URL_Slug,Meta_Title,Meta_Description
SAM_Book5 Pro 360-1TB-G,SAM-Book5 Pro 360,Samsung Galaxy Book5 Pro 360,Samsung,Laptop,Laptop & Computers,NP960QHA-KG4,235190,,,Gray,1TB,32GB,Windows 11 Home,16,WQXGA+ Dynamic AMOLED 2X Display,MS Office,Intel Core Ultra 7processor 258V,4 Cell Lithium Ion,,,,https://images.samsung.com/is/image/samsung/assets/in/galaxy-book5/buy/Galaxy-Book5-360_Color_selection_Gray_UK_PC.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/p6pim/in/np750qha-lg3in/gallery/in-galaxy-book5-360-15-inch-np750-538823-np750qha-lg3in-545171692?$LazyLoad_Home_JPG$,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple-MBook-Air-SB,A-MacBook-Air-M4,Apple MacBook Air,Apple,Laptop,Laptop & Computers,,219900,,,"Sky Blue, Silver, Starlight,, Midnight ",2TB,32GB,macOS Sequoia,13.6,Liquid Retina Display,no,"Apple M4 chip with 10-core CPU, 8-core GPU, 16‑core Neural Engine",53.8 Whr Lithium Polymer Battery,,,,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mba13-skyblue-cto-hero-202503?wid=840&hei=498&fmt=jpeg&qlt=90&.v=R3ppeU9YZTloeFNEd0dud1VoQ0NmWm1SM25kQmZRNlUvMjRRR24zL3lWWVdSQVpaMVk3bVpFeEhCNXNmRks0OXVUb3VPa2FUZVhQMFhDQnVBMWhwQTlLN0R3S0o4RlRIMmdyVlJuK2xEK1k,,,,,,,,,,,,,,
Apple-MBook-Air-SB,A-MacBook-Air-M4,Apple MacBook Air,Apple,Laptop,Laptop & Computers,,199900,,,"Sky Blue, Silver, Starlight,, Midnight ",2TB,24GB,macOS Sequoia,13.6,Liquid Retina Display,no,"Apple M4 chip with 10-core CPU, 8-core GPU, 16‑core Neural Engine",53.8 Whr Lithium Polymer Battery,,,,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mba13-skyblue-cto-hero-202503?wid=840&hei=498&fmt=jpeg&qlt=90&.v=R3ppeU9YZTloeFNEd0dud1VoQ0NmWm1SM25kQmZRNlUvMjRRR24zL3lWWVdSQVpaMVk3bVpFeEhCNXNmRks0OXVUb3VPa2FUZVhQMFhDQnVBMWhwQTlLN0R3S0o4RlRIMmdyVlJuK2xEK1k,,,,,,,,,,,,,,
Apple-MBook-Air-SB,A-MacBook-Air-M4,Apple MacBook Air,Apple,Laptop,Laptop & Computers,,179900,,,"Sky Blue, Silver, Starlight,, Midnight ",2TB,16GB,macOS Sequoia,13.6,Liquid Retina Display,no,"Apple M4 chip with 10-core CPU, 8-core GPU, 16‑core Neural Engine",53.8 Whr Lithium Polymer Battery,,,,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mba13-skyblue-cto-hero-202503?wid=840&hei=498&fmt=jpeg&qlt=90&.v=R3ppeU9YZTloeFNEd0dud1VoQ0NmWm1SM25kQmZRNlUvMjRRR24zL3lWWVdSQVpaMVk3bVpFeEhCNXNmRks0OXVUb3VPa2FUZVhQMFhDQnVBMWhwQTlLN0R3S0o4RlRIMmdyVlJuK2xEK1k,,,,,,,,,,,,,,
Apple-MBook-Air-SB,A-MacBook-Air-M4,Apple MacBook Air,Apple,Laptop,Laptop & Computers,,179900,,,"Sky Blue, Silver, Starlight,, Midnight ",1TB,32GB,macOS Sequoia,13.6,Liquid Retina Display,no,"Apple M4 chip with 10-core CPU, 8-core GPU, 16‑core Neural Engine",53.8 Whr Lithium Polymer Battery,,,,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mba13-skyblue-cto-hero-202503?wid=840&hei=498&fmt=jpeg&qlt=90&.v=R3ppeU9YZTloeFNEd0dud1VoQ0NmWm1SM25kQmZRNlUvMjRRR24zL3lWWVdSQVpaMVk3bVpFeEhCNXNmRks0OXVUb3VPa2FUZVhQMFhDQnVBMWhwQTlLN0R3S0o4RlRIMmdyVlJuK2xEK1k,,,,,,,,,,,,,,
Apple-MBook-Air-SB,A-MacBook-Air-M4,Apple MacBook Air,Apple,Laptop,Laptop & Computers,,159900,,,"Sky Blue, Silver, Starlight,, Midnight ",1TB,24GB,macOS Sequoia,13.6,Liquid Retina Display,no,"Apple M4 chip with 10-core CPU, 8-core GPU, 16‑core Neural Engine",53.8 Whr Lithium Polymer Battery,,,,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mba13-skyblue-cto-hero-202503?wid=840&hei=498&fmt=jpeg&qlt=90&.v=R3ppeU9YZTloeFNEd0dud1VoQ0NmWm1SM25kQmZRNlUvMjRRR24zL3lWWVdSQVpaMVk3bVpFeEhCNXNmRks0OXVUb3VPa2FUZVhQMFhDQnVBMWhwQTlLN0R3S0o4RlRIMmdyVlJuK2xEK1k,,,,,,,,,,,,,,
Apple-MBook-Air-SB,A-MacBook-Air-M4,Apple MacBook Air,Apple,Laptop,Laptop & Computers,,139900,,,"Sky Blue, Silver, Starlight,, Midnight ",1TB,16GB,macOS Sequoia,13.6,Liquid Retina Display,no,"Apple M4 chip with 10-core CPU, 8-core GPU, 16‑core Neural Engine",53.8 Whr Lithium Polymer Battery,,,,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mba13-skyblue-cto-hero-202503?wid=840&hei=498&fmt=jpeg&qlt=90&.v=R3ppeU9YZTloeFNEd0dud1VoQ0NmWm1SM25kQmZRNlUvMjRRR24zL3lWWVdSQVpaMVk3bVpFeEhCNXNmRks0OXVUb3VPa2FUZVhQMFhDQnVBMWhwQTlLN0R3S0o4RlRIMmdyVlJuK2xEK1k,,,,,,,,,,,,,,
Apple-MBook-Air-SB,A-MacBook-Air-M4,Apple MacBook Air,Apple,Laptop,Laptop & Computers,,139900,,,"Sky Blue, Silver, Starlight,, Midnight ",512GB,24GB,macOS Sequoia,13.6,Liquid Retina Display,no,"Apple M4 chip with 10-core CPU, 8-core GPU, 16‑core Neural Engine",53.8 Whr Lithium Polymer Battery,,,,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mba13-skyblue-cto-hero-202503?wid=840&hei=498&fmt=jpeg&qlt=90&.v=R3ppeU9YZTloeFNEd0dud1VoQ0NmWm1SM25kQmZRNlUvMjRRR24zL3lWWVdSQVpaMVk3bVpFeEhCNXNmRks0OXVUb3VPa2FUZVhQMFhDQnVBMWhwQTlLN0R3S0o4RlRIMmdyVlJuK2xEK1k,,,,,,,,,,,,,,
Apple-MBook-Air-SB,A-MacBook-Air-M4,Apple MacBook Air,Apple,Laptop,Laptop & Computers,,90990,,,"Sky Blue, Silver, Starlight,, Midnight ",256GB,16GB,macOS Sequoia,13.6,Liquid Retina Display,no,"Apple M4 chip with 10-core CPU, 8-core GPU, 16‑core Neural Engine",53.8 Whr Lithium Polymer Battery,,,,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mba13-skyblue-cto-hero-202503?wid=840&hei=498&fmt=jpeg&qlt=90&.v=R3ppeU9YZTloeFNEd0dud1VoQ0NmWm1SM25kQmZRNlUvMjRRR24zL3lWWVdSQVpaMVk3bVpFeEhCNXNmRks0OXVUb3VPa2FUZVhQMFhDQnVBMWhwQTlLN0R3S0o4RlRIMmdyVlJuK2xEK1k,,,,,,,,,,,,,,
Apple-MBook-Air-SB,A-MacBook-Air-M4,Apple MacBook Air,Apple,Laptop,Laptop & Computers,,124900,,,"Sky Blue, Silver, Starlight,, Midnight ",512GB,24GB,macOS Sequoia,15.3,Liquid Retina Display,no,"Apple M4 chip with 10-core CPU, 8-core GPU, 16‑core Neural Engine",53.8 Whr Lithium Polymer Battery,,,,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mba13-skyblue-cto-hero-202503?wid=840&hei=498&fmt=jpeg&qlt=90&.v=R3ppeU9YZTloeFNEd0dud1VoQ0NmWm1SM25kQmZRNlUvMjRRR24zL3lWWVdSQVpaMVk3bVpFeEhCNXNmRks0OXVUb3VPa2FUZVhQMFhDQnVBMWhwQTlLN0R3S0o4RlRIMmdyVlJuK2xEK1k,,,,,,,,,,,,,,
Apple-MBook-Air-SB,A-MacBook-Air-M4,Apple MacBook Air,Apple,Laptop,Laptop & Computers,,244900,,,"Sky Blue, Silver, Starlight,, Midnight ",2TB,32GB,macOS Sequoia,15.3,Liquid Retina Display,no,"Apple M4 chip with 10-core CPU, 10-core GPU, 16‑core Neural Engine",53.8 Whr Lithium Polymer Battery,,,,,,,,,,,,,,,,,,
Apple-MBook-Air-SB,A-MacBook-Air-M4,Apple MacBook Air,Apple,Laptop,Laptop & Computers,,224900,,,"Sky Blue, Silver, Starlight,, Midnight ",2TB,24GB,macOS Sequoia,15.3,Liquid Retina Display,no,"Apple M4 chip with 10-core CPU, 10-core GPU, 16‑core Neural Engine",53.8 Whr Lithium Polymer Battery,,,,,,,,,,,,,,,,,,
Apple-MBook-Air-SB,A-MacBook-Air-M4,Apple MacBook Air,Apple,Laptop,Laptop & Computers,,204900,,,"Sky Blue, Silver, Starlight,, Midnight ",2TB,16GB,macOS Sequoia,15.3,Liquid Retina Display,no,"Apple M4 chip with 10-core CPU, 10-core GPU, 16‑core Neural Engine",53.8 Whr Lithium Polymer Battery,,,,,,,,,,,,,,,,,,
Apple-MBook-Air-SB,A-MacBook-Air-M4,Apple MacBook Air,Apple,Laptop,Laptop & Computers,,204900,,,"Sky Blue, Silver, Starlight,, Midnight ",1TB,32GB,macOS Sequoia,15.3,Liquid Retina Display,no,"Apple M4 chip with 10-core CPU, 10-core GPU, 16‑core Neural Engine",53.8 Whr Lithium Polymer Battery,,,,,,,,,,,,,,,,,,
Apple-MBook-Air-SB,A-MacBook-Air-M4,Apple MacBook Air,Apple,Laptop,Laptop & Computers,,184900,,,"Sky Blue, Silver, Starlight,, Midnight ",1TB,24GB,macOS Sequoia,15.3,Liquid Retina Display,no,"Apple M4 chip with 10-core CPU, 10-core GPU, 16‑core Neural Engine",53.8 Whr Lithium Polymer Battery,,,,,,,,,,,,,,,,,,
Apple-MBook-Air-SB,A-MacBook-Air-M4,Apple MacBook Air,Apple,Laptop,Laptop & Computers,,164900,,,"Sky Blue, Silver, Starlight,, Midnight ",1TB,16GB,macOS Sequoia,15.3,Liquid Retina Display,no,"Apple M4 chip with 10-core CPU, 10-core GPU, 16‑core Neural Engine",53.8 Whr Lithium Polymer Battery,,,,,,,,,,,,,,,,,,
Apple-MBook-Air-SB,A-MacBook-Air-M4,Apple MacBook Air,Apple,Laptop,Laptop & Computers,,184900,,,"Sky Blue, Silver, Starlight,, Midnight ",512GB,32GB,macOS Sequoia,15.3,Liquid Retina Display,no,"Apple M4 chip with 10-core CPU, 10-core GPU, 16‑core Neural Engine",53.8 Whr Lithium Polymer Battery,,,,,,,,,,,,,,,,,,
Apple-MBook-Air-SB,A-MacBook-Air-M4,Apple MacBook Air,Apple,Laptop,Laptop & Computers,,164900,,,"Sky Blue, Silver, Starlight,, Midnight ",512GB,24GB,macOS Sequoia,15.3,Liquid Retina Display,no,"Apple M4 chip with 10-core CPU, 10-core GPU, 16‑core Neural Engine",53.8 Whr Lithium Polymer Battery,,,,,,,,,,,,,,,,,,
Apple-MBook-Air-SB,A-MacBook-Air-M4,Apple MacBook Air,Apple,Laptop,Laptop & Computers,,144900,,,"Sky Blue, Silver, Starlight,, Midnight ",512GB,16GB,macOS Sequoia,15.3,Liquid Retina Display,no,"Apple M4 chip with 10-core CPU, 10-core GPU, 16‑core Neural Engine",53.8 Whr Lithium Polymer Battery,,,,,,,,,,,,,,,,,,
Apple-MBook-Air-SB,A-MacBook-Air-M4,Apple MacBook Air,Apple,Laptop,Laptop & Computers,,164900,,,"Sky Blue, Silver, Starlight,, Midnight ",256GB,32GB,macOS Sequoia,15.3,Liquid Retina Display,no,"Apple M4 chip with 10-core CPU, 10-core GPU, 16‑core Neural Engine",53.8 Whr Lithium Polymer Battery,,,,,,,,,,,,,,,,,,
Apple-MBook-Air-SB,A-MacBook-Air-M4,Apple MacBook Air,Apple,Laptop,Laptop & Computers,,144900,,,"Sky Blue, Silver, Starlight,, Midnight ",256GB,24GB,macOS Sequoia,15.3,Liquid Retina Display,no,"Apple M4 chip with 10-core CPU, 10-core GPU, 16‑core Neural Engine",53.8 Whr Lithium Polymer Battery,,,,,,,,,,,,,,,,,,
Apple-MBook-Air-SB,A-MacBook-Air-M4,Apple MacBook Air,Apple,Laptop,Laptop & Computers,,124900,,,"Sky Blue, Silver, Starlight,, Midnight ",256GB,16GB,macOS Sequoia,15.3,Liquid Retina Display,no,"Apple M4 chip with 10-core CPU, 10-core GPU, 16‑core Neural Engine",53.8 Whr Lithium Polymer Battery,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple-MBook-Pro,A-MacBook-Pro-M4,Apple MacBook Pro,Apple,Laptop,Laptop & Computers,,319700,,,"Space Black, Silver",2TB,32GB,macOS Sequoia,14.2,Standard Liquid Retina Display,"Final Cut Pro(29,900), Logic Pro(19,900)","Apple M4 chip with 10-core CPU, 10-core GPU, 16‑core Neural Engine",,,,,,,,,,,,,,,,,,,
Apple-MBook-Pro,A-MacBook-Pro-M4,Apple MacBook Pro,Apple,Laptop,Laptop & Computers,,299700,,,"Space Black, Silver",2TB,24GB,macOS Sequoia,14.2,Standard Liquid Retina Display,"Final Cut Pro(29,900), Logic Pro(19,900)","Apple M4 chip with 10-core CPU, 10-core GPU, 16‑core Neural Engine",,,,,,,,,,,,,,,,,,,
Apple-MBook-Pro,A-MacBook-Pro-M4,Apple MacBook Pro,Apple,Laptop,Laptop & Computers,,279700,,,"Space Black, Silver",2TB,16GB,macOS Sequoia,14.2,Standard Liquid Retina Display,"Final Cut Pro(29,900), Logic Pro(19,900)","Apple M4 chip with 10-core CPU, 10-core GPU, 16‑core Neural Engine",,,,,,,,,,,,,,,,,,,
Apple-MBook-Pro,A-MacBook-Pro-M4,Apple MacBook Pro,Apple,Laptop,Laptop & Computers,,279700,,,"Space Black, Silver",1TB,32GB,macOS Sequoia,14.2,Standard Liquid Retina Display,"Final Cut Pro(29,900), Logic Pro(19,900)","Apple M4 chip with 10-core CPU, 10-core GPU, 16‑core Neural Engine",,,,,,,,,,,,,,,,,,,
Apple-MBook-Pro,A-MacBook-Pro-M4,Apple MacBook Pro,Apple,Laptop,Laptop & Computers,,259700,,,"Space Black, Silver",1TB,24GB,macOS Sequoia,14.2,Standard Liquid Retina Display,"Final Cut Pro(29,900), Logic Pro(19,900)","Apple M4 chip with 10-core CPU, 10-core GPU, 16‑core Neural Engine",,,,,,,,,,,,,,,,,,,
Apple-MBook-Pro,A-MacBook-Pro-M4,Apple MacBook Pro,Apple,Laptop,Laptop & Computers,,239700,,,"Space Black, Silver",1TB,16GB,macOS Sequoia,14.2,Standard Liquid Retina Display,"Final Cut Pro(29,900), Logic Pro(19,900)","Apple M4 chip with 10-core CPU, 10-core GPU, 16‑core Neural Engine",,,,,,,,,,,,,,,,,,,
Apple-MBook-Pro,A-MacBook-Pro-M4,Apple MacBook Pro,Apple,Laptop,Laptop & Computers,,259700,,,"Space Black, Silver",512GB,32GB,macOS Sequoia,14.2,Standard Liquid Retina Display,"Final Cut Pro(29,900), Logic Pro(19,900)","Apple M4 chip with 10-core CPU, 10-core GPU, 16‑core Neural Engine",,,,,,,,,,,,,,,,,,,
Apple-MBook-Pro,A-MacBook-Pro-M4,Apple MacBook Pro,Apple,Laptop,Laptop & Computers,,239700,,,"Space Black, Silver",512GB,24GB,macOS Sequoia,14.2,Standard Liquid Retina Display,"Final Cut Pro(29,900), Logic Pro(19,900)","Apple M4 chip with 10-core CPU, 10-core GPU, 16‑core Neural Engine",,,,,,,,,,,,,,,,,,,
Apple-MBook-Pro,A-MacBook-Pro-M4,Apple MacBook Pro,Apple,Laptop,Laptop & Computers,,219700,,,"Space Black, Silver",512GB,16GB,macOS Sequoia,14.2,Standard Liquid Retina Display,"Final Cut Pro(29,900), Logic Pro(19,900)","Apple M4 chip with 10-core CPU, 10-core GPU, 16‑core Neural Engine",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple-MBook-Pro,A-MacBook-Pro-M4,Apple MacBook Pro,Apple,Laptop,Laptop & Computers,,334700,,,"Space Black, Silver",2TB,32GB,macOS Sequoia,14.2,Non-Texture Display Liquid Retina Display,"Final Cut Pro(29,900), Logic Pro(19,900)","Apple M4 chip with 10-core CPU, 10-core GPU, 16‑core Neural Engine",,,,,,,,,,,,,,,,,,,
Apple-MBook-Pro,A-MacBook-Pro-M4,Apple MacBook Pro,Apple,Laptop,Laptop & Computers,,314700,,,"Space Black, Silver",2TB,24GB,macOS Sequoia,14.2,Non-Texture Display Liquid Retina Display,"Final Cut Pro(29,900), Logic Pro(19,900)","Apple M4 chip with 10-core CPU, 10-core GPU, 16‑core Neural Engine",,,,,,,,,,,,,,,,,,,
Apple-MBook-Pro,A-MacBook-Pro-M4,Apple MacBook Pro,Apple,Laptop,Laptop & Computers,,294700,,,"Space Black, Silver",2TB,16GB,macOS Sequoia,14.2,Non-Texture Display Liquid Retina Display,"Final Cut Pro(29,900), Logic Pro(19,900)","Apple M4 chip with 10-core CPU, 10-core GPU, 16‑core Neural Engine",,,,,,,,,,,,,,,,,,,
Apple-MBook-Pro,A-MacBook-Pro-M4,Apple MacBook Pro,Apple,Laptop,Laptop & Computers,,294700,,,"Space Black, Silver",1TB,32GB,macOS Sequoia,14.2,Non-Texture Display Liquid Retina Display,"Final Cut Pro(29,900), Logic Pro(19,900)","Apple M4 chip with 10-core CPU, 10-core GPU, 16‑core Neural Engine",,,,,,,,,,,,,,,,,,,
Apple-MBook-Pro,A-MacBook-Pro-M4,Apple MacBook Pro,Apple,Laptop,Laptop & Computers,,274700,,,"Space Black, Silver",1TB,24GB,macOS Sequoia,14.2,Non-Texture Display Liquid Retina Display,"Final Cut Pro(29,900), Logic Pro(19,900)","Apple M4 chip with 10-core CPU, 10-core GPU, 16‑core Neural Engine",,,,,,,,,,,,,,,,,,,
Apple-MBook-Pro,A-MacBook-Pro-M4,Apple MacBook Pro,Apple,Laptop,Laptop & Computers,,254700,,,"Space Black, Silver",1TB,16GB,macOS Sequoia,14.2,Non-Texture Display Liquid Retina Display,"Final Cut Pro(29,900), Logic Pro(19,900)","Apple M4 chip with 10-core CPU, 10-core GPU, 16‑core Neural Engine",,,,,,,,,,,,,,,,,,,
Apple-MBook-Pro,A-MacBook-Pro-M4,Apple MacBook Pro,Apple,Laptop,Laptop & Computers,,274700,,,"Space Black, Silver",512GB,32GB,macOS Sequoia,14.2,Non-Texture Display Liquid Retina Display,"Final Cut Pro(29,900), Logic Pro(19,900)","Apple M4 chip with 10-core CPU, 10-core GPU, 16‑core Neural Engine",,,,,,,,,,,,,,,,,,,
Apple-MBook-Pro,A-MacBook-Pro-M4,Apple MacBook Pro,Apple,Laptop,Laptop & Computers,,254700,,,"Space Black, Silver",512GB,24GB,macOS Sequoia,14.2,Non-Texture Display Liquid Retina Display,"Final Cut Pro(29,900), Logic Pro(19,900)","Apple M4 chip with 10-core CPU, 10-core GPU, 16‑core Neural Engine",,,,,,,,,,,,,,,,,,,
Apple-MBook-Pro,A-MacBook-Pro-M4,Apple MacBook Pro,Apple,Laptop,Laptop & Computers,,234700,,,"Space Black, Silver",512GB,16GB,macOS Sequoia,14.2,Non-Texture Display Liquid Retina Display,"Final Cut Pro(29,900), Logic Pro(19,900)","Apple M4 chip with 10-core CPU, 10-core GPU, 16‑core Neural Engine",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple-MBook-Pro,A-MacBook-Pro-M4,Apple MacBook Pro,Apple,Laptop,Laptop & Computers,,,,,"Space Black, Silver",8TB,128GB,,16.2,Standard Liquid Retina Display,"Final Cut Pro(29,900), Logic Pro(19,900)","Apple M4 Max chip with 16‑core CPU, 40‑core GPU and 16‑core Neural Engine",,,,,,,,,,,,,,,,,,,
Apple-MBook-Pro,A-MacBook-Pro-M5,Apple MacBook Pro,Apple,Laptop,Laptop & Computers,,,,,"Space Black, Silver",8TB,64GB,,16.2,,"Final Cut Pro(29,900), Logic Pro(19,900)","Apple M4 Max chip with 16‑core CPU, 40‑core GPU and 16‑core Neural Engine",,,,,,,,,,,,,,,,,,,
Apple-MBook-Pro,A-MacBook-Pro-M6,Apple MacBook Pro,Apple,Laptop,Laptop & Computers,,,,,"Space Black, Silver",8TB,48GB,,16.2,,"Final Cut Pro(29,900), Logic Pro(19,900)","Apple M4 Max chip with 16‑core CPU, 40‑core GPU and 16‑core Neural Engine",,,,,,,,,,,,,,,,,,,
Apple-MBook-Pro,A-MacBook-Pro-M7,Apple MacBook Pro,Apple,Laptop,Laptop & Computers,,,,,"Space Black, Silver",4TB,128GB,,16.2,,"Final Cut Pro(29,900), Logic Pro(19,900)","Apple M4 Max chip with 16‑core CPU, 40‑core GPU and 16‑core Neural Engine",,,,,,,,,,,,,,,,,,,
Apple-MBook-Pro,A-MacBook-Pro-M8,Apple MacBook Pro,Apple,Laptop,Laptop & Computers,,,,,"Space Black, Silver",4TB,64GB,,16.2,,"Final Cut Pro(29,900), Logic Pro(19,900)","Apple M4 Max chip with 16‑core CPU, 40‑core GPU and 16‑core Neural Engine",,,,,,,,,,,,,,,,,,,
Apple-MBook-Pro,A-MacBook-Pro-M9,Apple MacBook Pro,Apple,Laptop,Laptop & Computers,,,,,"Space Black, Silver",4TB,48GB,,16.2,,"Final Cut Pro(29,900), Logic Pro(19,900)","Apple M4 Max chip with 16‑core CPU, 40‑core GPU and 16‑core Neural Engine",,,,,,,,,,,,,,,,,,,
Apple-MBook-Pro,A-MacBook-Pro-M10,Apple MacBook Pro,Apple,Laptop,Laptop & Computers,,,,,"Space Black, Silver",2TB,128GB,,16.2,,"Final Cut Pro(29,900), Logic Pro(19,900)","Apple M4 Max chip with 16‑core CPU, 40‑core GPU and 16‑core Neural Engine",,,,,,,,,,,,,,,,,,,
Apple-MBook-Pro,A-MacBook-Pro-M11,Apple MacBook Pro,Apple,Laptop,Laptop & Computers,,,,,"Space Black, Silver",2TB,64GB,,16.2,,"Final Cut Pro(29,900), Logic Pro(19,900)","Apple M4 Max chip with 16‑core CPU, 40‑core GPU and 16‑core Neural Engine",,,,,,,,,,,,,,,,,,,
Apple-MBook-Pro,A-MacBook-Pro-M12,Apple MacBook Pro,Apple,Laptop,Laptop & Computers,,,,,"Space Black, Silver",2TB,48GB,,16.2,,"Final Cut Pro(29,900), Logic Pro(19,900)","Apple M4 Max chip with 16‑core CPU, 40‑core GPU and 16‑core Neural Engine",,,,,,,,,,,,,,,,,,,
Apple-MBook-Pro,A-MacBook-Pro-M13,Apple MacBook Pro,Apple,Laptop,Laptop & Computers,,,,,"Space Black, Silver",1TB,128GB,,16.2,,"Final Cut Pro(29,900), Logic Pro(19,900)","Apple M4 Max chip with 16‑core CPU, 40‑core GPU and 16‑core Neural Engine",,,,,,,,,,,,,,,,,,,
Apple-MBook-Pro,A-MacBook-Pro-M14,Apple MacBook Pro,Apple,Laptop,Laptop & Computers,,,,,"Space Black, Silver",1TB,64GB,,16.2,,"Final Cut Pro(29,900), Logic Pro(19,900)","Apple M4 Max chip with 16‑core CPU, 40‑core GPU and 16‑core Neural Engine",,,,,,,,,,,,,,,,,,,
Apple-MBook-Pro,A-MacBook-Pro-M15,Apple MacBook Pro,Apple,Laptop,Laptop & Computers,,,,,"Space Black, Silver",1TB,48GB,,16.2,,"Final Cut Pro(29,900), Logic Pro(19,900)","Apple M4 Max chip with 16‑core CPU, 40‑core GPU and 16‑core Neural Engine",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Apple M4 Max chip with 16‑core CPU, 40‑core GPU and 16‑core Neural Engine",,,,,,,,,,,,,,,,,,,,,
